asin,price,sales_rank,brand,cat_lvl2,cat_leaf,popularity,rating_mean,last_train_time,price_pct,quality_pct,popularity_pct,rating_pct,recency_pct
B000OSGGQU,3.69,29173.0,Wilton,Kitchen & Dining,Baking Cups,2.0,5.0,1377216000.0,0.9815717196775051,0.3748560290599805,0.66310800035439,0.6724550367679631,0.6741383892974218
B000OSL32M,18.99,25568.0,Thirstystone,Kitchen & Dining,Coasters,1.0,5.0,1345334400.0,0.5254717816957561,0.40276424204837424,0.33932843093824755,0.6724550367679631,0.3686985027022238
B000OUW9PU,15.55,55713.0,Catskill Craftsmen,Kitchen & Dining,Cutting Boards,1.0,5.0,1323907200.0,0.6010454505182954,0.2387259679277044,0.33932843093824755,0.6724550367679631,0.28125276867192345
B000OUYLIS,155.89,245717.0,Unknown,Kitchen & Dining,Hand Mixers,2.0,4.5,1181520000.0,0.0630814211039249,0.05253831841942058,0.66310800035439,0.1886240808009214,0.12439089217684061
B000OV55XM,39.44,16997.0,Norpro,Kitchen & Dining,Compost Bins,1.0,5.0,1307491200.0,0.2804110924071941,0.4917604323558076,0.33932843093824755,0.6724550367679631,0.23783999291219987
B000OV5MCG,15.24,200131.0,Maverick,Kitchen & Dining,Candy,1.0,5.0,1348963200.0,0.6045893505803137,0.06609373615664038,0.33932843093824755,0.6724550367679631,0.3894746168158058
B000OWI0WE,10.16,49768.0,Eureka,Vacuums & Floor Care,Upright Filters,1.0,4.0,1297209600.0,0.7627801895986533,0.2624257995924515,0.33932843093824755,0.06374590236555329,0.21857003632497563
B000OXAQ6G,17.99,47333.0,Camp Chef,Kitchen & Dining,Pie Pans,2.0,5.0,1388966400.0,0.5461149995570125,0.27288030477540537,0.66310800035439,0.6724550367679631,0.8344998671037477
B000OXN7AI,3.04,25347.0,Norpro,Kitchen & Dining,Sifters,1.0,4.0,1398643200.0,0.9868875697705325,0.4048019845840347,0.33932843093824755,0.06374590236555329,0.9515371666519005
B000OY2DUC,59.4,63892.0,T-Fal,Irons & Steamers,Irons,1.0,5.0,1248739200.0,0.1960662709311597,0.21254540621954465,0.33932843093824755,0.6724550367679631,0.15765925400903694
B000OY45YO,64.94,8789.0,Kyocera,Kitchen & Dining,Chef's Knives,1.0,5.0,1337904000.0,0.17896695313192168,0.6394524674404182,0.33932843093824755,0.6724550367679631,0.33742358465491273
B000P0W4MC,14.47,3818.0,Norpro,Kitchen & Dining,Spoons,1.0,5.0,1400630400.0,0.6398954549481705,0.7880747762913086,0.33932843093824755,0.6724550367679631,0.9662000531585009
B000P1NYE8,3.64,1420.0,American Weigh,Kitchen & Dining,Digital Scales,1.0,5.0,1284508800.0,0.9820147071852574,0.9029414370514751,0.33932843093824755,0.6724550367679631,0.19681934969433862
B000P1R9QW,19.49,15969.0,Kyocera,Kitchen & Dining,Paring Knives,2.0,5.0,1373932800.0,0.5170550190484628,0.5083724638965181,0.66310800035439,0.6724550367679631,0.6386993886772393
B000P1SAEM,6.99,27149.0,Microplane,Kitchen & Dining,Graters,2.0,4.5,1332288000.0,0.8874811730309206,0.3895632143173563,0.66310800035439,0.1886240808009214,0.31899530433241785
B000P25W7E,7.59,9317.0,Norpro,Kitchen & Dining,Egg Poachers,1.0,5.0,1378166400.0,0.8666164614157881,0.6268273234694781,0.33932843093824755,0.6724550367679631,0.6841499069726233
B000P3UQ4W,5.29,50985.0,Unknown,Kitchen & Dining,Coffee Cups & Mugs,1.0,4.0,1321315200.0,0.9450252502879419,0.257287144502525,0.33932843093824755,0.06374590236555329,0.2732789935323824
B000P4D972,19.98,3567.0,Bormioli Rocco,Kitchen & Dining,Carafes & Pitchers,3.0,5.0,1390003200.0,0.5002214937538761,0.7992380614866661,0.7946309914060423,0.6724550367679631,0.851643483653761
B000P4FJSY,14.99,2300.0,Bormioli Rocco,Kitchen & Dining,Tumblers,4.0,4.75,1392249600.0,0.6161956232834234,0.8574023212545406,0.8615221050766368,0.2939222113936387,0.880792061663861
B000P4FK4W,9.99,7808.0,Bormioli Rocco,Kitchen & Dining,Carafes & Pitchers,7.0,4.428571428571429,1368748800.0,0.7740763710463365,0.6651014441392753,0.9450695490387171,0.15278639142376185,0.5895277753167361
B000P52OYK,34.99,12288.0,Luigi Bormioli,Kitchen & Dining,Wine Decanters,1.0,5.0,1229817600.0,0.309515371666519,0.5710108974926906,0.33932843093824755,0.6724550367679631,0.14237618499158325
B000P55SN4,27.99,23973.0,Chaney Instruments,Kitchen & Dining,Refrigerator Thermometers,2.0,4.5,1261008000.0,0.37835563037122355,0.415345087268539,0.66310800035439,0.1886240808009214,0.16993000797377514
B000P5HZL2,3.99,15088.0,Fox Run,Kitchen & Dining,Measuring Tools & Scales,2.0,5.0,1311984000.0,0.9766102595906796,0.521750686630637,0.66310800035439,0.6724550367679631,0.24776291308585097
B000P61I3C,7.5,35692.0,Zyliss,Kitchen & Dining,Spatulas,1.0,5.0,1370044800.0,0.8694515814654027,0.3344555683529724,0.33932843093824755,0.6724550367679631,0.6022858155400018
B000P67ADE,7.49,18427.0,HIC Harold Import Co.,Kitchen & Dining,Sifters,5.0,4.6,1388966400.0,0.8709134402409853,0.47435102330114287,0.9007707982634889,0.23088508904048904,0.8344998671037477
B000P6CEQW,11.49,4040.0,Household Essentials,Storage & Organization,Shoe Racks & Trees,1.0,5.0,1355356800.0,0.7300434127757598,0.7789492336316116,0.33932843093824755,0.6724550367679631,0.43550101887126785
B000P6CRLO,88.89,4093.0,Panasonic,Irons & Steamers,Irons,2.0,4.5,1389484800.0,0.13165588730397804,0.7769557898467263,0.66310800035439,0.1886240808009214,0.841543368477009
B000P6EZZK,32.97,70661.0,Household Essentials,Kitchen & Dining,Storage & Organization,1.0,5.0,1319760000.0,0.32439975192699566,0.19836980597147158,0.33932843093824755,0.6724550367679631,0.26672277841764863
B000P6FD3I,10.25,4214.0,FusionBrands,Kitchen & Dining,Egg Poachers,4.0,4.75,1375488000.0,0.7615841233277222,0.7725702135199788,0.8615221050766368,0.2939222113936387,0.656507486488881
B000P6FLOY,22.98,1066.0,Polder,Kitchen & Dining,Timers,4.0,4.5,1383436800.0,0.4481704615929831,0.9241605386728095,0.8615221050766368,0.1886240808009214,0.7471427305749978
B000P7506M,30.76,11084.0,Unknown,Kitchen & Dining,Coasters,3.0,5.0,1355270400.0,0.34012580845220164,0.5920971028616993,0.7946309914060423,0.6724550367679631,0.4347036413573137
B000P7M3BW,37.75,81057.0,True Fabrications,Kitchen & Dining,Wine Racks,0.0,5.0,970531200.0,0.29042261008239567,0.1755116505714539,0.05236112341631966,0.6724550367679631,0.05240542216709489
B000P7NNAC,11.79,65730.0,Thirstystone,Kitchen & Dining,Coasters,1.0,5.0,1297728000.0,0.7233100026579251,0.2084699211482236,0.33932843093824755,0.6724550367679631,0.21950031009125542
B000P7O6W6,34.95,79459.0,Le Creuset,Kitchen & Dining,Teapots,2.0,5.0,1347667200.0,0.3133250642331886,0.17861256312571983,0.66310800035439,0.6724550367679631,0.3831841942057234
B000P7O7HK,25.45,43975.0,Le Creuset,Kitchen & Dining,Mortar & Pestles,3.0,4.666666666666667,1390953600.0,0.40232125454062195,0.28891645255603793,0.7946309914060423,0.2566226632408966,0.8629396651014442
B000P7Z2HO,10.49,17900.0,Aloha Bay,Kitchen & Dining,Salt Mills,1.0,4.0,1378512000.0,0.7575972357579517,0.4818818109329317,0.33932843093824755,0.06374590236555329,0.689332860813325
B000P9ES5O,3.99,5467.0,Fox Run,Kitchen & Dining,Salt & Pepper Shaker Sets,1.0,5.0,1350864000.0,0.9766102595906796,0.7307521927881634,0.33932843093824755,0.6724550367679631,0.40090369451581465
B000P9TKC0,14.99,3507.0,WMF,Kitchen & Dining,Food Strainers,5.0,5.0,1380240000.0,0.6161956232834234,0.8020731815362807,0.9007707982634889,0.6724550367679631,0.7084256223974484
B000P9TQEM,15.26,6829.0,Oneida,Kitchen & Dining,Pizza Pans & Stones,1.0,5.0,1398384000.0,0.6041463630725614,0.6877824045361921,0.33932843093824755,0.6724550367679631,0.9498095153716665
B000P9TVZG,7.13,6054.0,Copco,Kitchen & Dining,Commuter Mugs & Tumblers,1.0,5.0,1366329600.0,0.8816780366793656,0.7127668999734207,0.33932843093824755,0.6724550367679631,0.5630814211039249
B000P9VKPU,11.5,102107.0,Zyliss,Kitchen & Dining,Basters,2.0,4.5,1235001600.0,0.7290688402587047,0.1381235049171613,0.66310800035439,0.1886240808009214,0.14764773633383538
B000PADZ7U,7.92,8560.0,BAKER&#39;S SECRET,Kitchen & Dining,Muffin & Cupcake Pans,1.0,5.0,1399507200.0,0.8580225037653938,0.645255603791973,0.33932843093824755,0.6724550367679631,0.9564100292371756
B000PAO5SS,14.99,27578.0,Unknown,Bedding,Pillowcases,1.0,5.0,1320969600.0,0.6161956232834234,0.3865508992646407,0.33932843093824755,0.6724550367679631,0.2724373172676531
B000PB304M,9.42,11203.0,Norpro,Kitchen & Dining,Corers,3.0,4.666666666666667,1391472000.0,0.8035350403118632,0.5899707628244883,0.7946309914060423,0.2566226632408966,0.8703818552316824
B000PB30BU,7.93,6388.0,Norpro,Kitchen & Dining,Garlic Keepers,1.0,4.0,1345593600.0,0.8576681137591919,0.7006290422610082,0.33932843093824755,0.06374590236555329,0.37051475148400814
B000PBZHOS,1.95,3555.0,Wilton,Kitchen & Dining,Sculpting & Modeling Tools,2.0,4.5,1403568000.0,0.994949942411624,0.7995924514928678,0.66310800035439,0.1886240808009214,0.9919376273589084
B000PC489C,3.85,19569.0,Update International,Kitchen & Dining,Espresso Machine Accessories,1.0,5.0,1397520000.0,0.9799326658988217,0.4608842030654735,0.33932843093824755,0.6724550367679631,0.9413041552228227
B000PD4KNA,39.95,16255.0,Drosselmeyer,Kitchen & Dining,Nut Crackers,2.0,5.0,1384992000.0,0.2743864623017631,0.5030566138034908,0.66310800035439,0.6724550367679631,0.7700451847257908
B000PD95US,12.71,17675.0,Zyliss,Kitchen & Dining,Tongs,2.0,5.0,1374710400.0,0.6941171258970498,0.48507132098874817,0.66310800035439,0.6724550367679631,0.6464959688136794
B000PEZYNE,3.93,5662.0,Fox Run,Kitchen & Dining,Refrigerator Magnets,1.0,5.0,1365984000.0,0.9790909896340924,0.7241959776734297,0.33932843093824755,0.6724550367679631,0.5570567909984938
B000PGG7ZQ,20.15,2909.0,OXO,Kitchen & Dining,Ladles,3.0,5.0,1390953600.0,0.4830335784530876,0.8282980419952157,0.7946309914060423,0.6724550367679631,0.8629396651014442
B000PGZ6I0,9.75,8291.0,Farberware,Kitchen & Dining,Shears,2.0,5.0,1274486400.0,0.7964472401878266,0.6515017276512802,0.66310800035439,0.6724550367679631,0.18649774076371045
B000PI5XE0,9.9,2202.0,Whitmor,Home & Kitchen,Home & Kitchen,1.0,4.0,1384387200.0,0.7910870913440241,0.8622308850890406,0.33932843093824755,0.06374590236555329,0.7595906795428369
B000PI636W,19.99,33015.0,Unknown,Storage & Organization,Standard Hangers,4.0,5.0,1364688000.0,0.4932665898821653,0.3494285461149995,0.8615221050766368,0.6724550367679631,0.5379640294143705
B000PIFE0I,25.02,24108.0,Kitchen Kare,Kitchen & Dining,Cutting Boards,1.0,5.0,1342051200.0,0.404270399574732,0.41463630725613543,0.33932843093824755,0.6724550367679631,0.35146628865066004
B000PIKKOS,5.89,25899.0,Norpro,Kitchen & Dining,Baking Mats,1.0,5.0,1392076800.0,0.9305395587844423,0.3995747319925578,0.33932843093824755,0.6724550367679631,0.8789315141313016
B000PJ6UK0,36.74,3741.0,Cuisinart,Kitchen & Dining,Food Processors,3.0,5.0,1384387200.0,0.2969345264463542,0.7910427925932488,0.7946309914060423,0.6724550367679631,0.7595906795428369
B000PJ6XGQ,24.55,5012.0,KitchenAid,Kitchen & Dining,Mixer Parts & Accessories,1.0,5.0,1352160000.0,0.4261982812084699,0.7447948967839106,0.33932843093824755,0.6724550367679631,0.40905466465845663
B000PJ7YMI,11.73,27222.0,KitchenAid,Kitchen & Dining,Mixer Parts & Accessories,2.0,5.0,1362096000.0,0.7248161601842829,0.38916452556037917,0.66310800035439,0.6724550367679631,0.5128466377248162
B000PJEEAI,43.95,53199.0,Reisenthel,Kitchen & Dining,Reusable Grocery Bags,1.0,4.0,1271721600.0,0.2520155931602729,0.24816160184282798,0.33932843093824755,0.06374590236555329,0.18286524320014175
B000PJRHKM,9.95,53302.0,Camerons Products,Kitchen & Dining,Steamers,1.0,5.0,1367798400.0,0.7864800212634003,0.24789580933817668,0.33932843093824755,0.6724550367679631,0.5783644901213786
B000PL1A2Q,137.97,9702.0,Unknown,Kitchen & Dining,"Graters, Peelers & Slicers",2.0,5.0,1390608000.0,0.07871888012758044,0.6193408345884646,0.66310800035439,0.6724550367679631,0.8587755825285727
B000PMIBWM,45.0,576.0,Unknown,Storage & Organization,Shoe Racks & Trees,2.0,5.0,1388966400.0,0.2461681580579428,0.9559670417294233,0.66310800035439,0.6724550367679631,0.8344998671037477
B000PNS8MO,149.99,245684.0,Unknown,Kitchen & Dining,Teakettles,1.0,5.0,1302739200.0,0.06547355364578722,0.05262691592097102,0.33932843093824755,0.6724550367679631,0.22924603526180562
B000PREC02,34.95,96016.0,Epicurean,Kitchen & Dining,Pizza Peels,4.0,4.75,1346889600.0,0.3133250642331886,0.14875520510321605,0.8615221050766368,0.2939222113936387,0.3776468503588199
B000PRM11O,109.42,201201.0,Adesso,Storage & Organization,Coat Hooks,1.0,5.0,1361232000.0,0.10197572428457513,0.06573934615043853,0.33932843093824755,0.6724550367679631,0.5018162487817843
B000PRP288,99.95,3669.0,Chef&#39;s Choice,Kitchen & Dining,Electric Slicers,1.0,4.0,1388448000.0,0.11243022946752901,0.7942766013998406,0.33932843093824755,0.06374590236555329,0.8260831044564543
B000PS8QTO,9.18,1780.0,ZPC Zenith Products Corporation,Bath,Shower Curtain Rods,5.0,5.0,1398211200.0,0.8077877203862851,0.8833613892088243,0.9007707982634889,0.6724550367679631,0.9480818640914326
B000PS9KZS,8.14,48189.0,Hoover,Vacuums & Floor Care,Upright Bags,1.0,5.0,1347840000.0,0.8411889784708071,0.26907061220873574,0.33932843093824755,0.6724550367679631,0.38389297421812707
B000PSB5VU,6.66,51408.0,Norpro,Kitchen & Dining,Cups,2.0,5.0,1355529600.0,0.9028971383007,0.2549836094622132,0.66310800035439,0.6724550367679631,0.43714007264995125
B000PSBJRA,5.09,18186.0,HIC Brands That Cook,Kitchen & Dining,Tea Ball Strainers,1.0,4.0,1394582400.0,0.9488792416053867,0.4771861433507575,0.33932843093824755,0.06374590236555329,0.9102950296801631
B000PSDQEO,16.85,22025.0,Granite Ware,Kitchen & Dining,Colanders,2.0,4.5,1374019200.0,0.575928058828741,0.432621600070878,0.66310800035439,0.1886240808009214,0.6400726499512713
B000PSPZ3E,24.95,101188.0,RSVP,Kitchen & Dining,Spice Racks,1.0,5.0,1259020800.0,0.4188446885797821,0.1392752724373173,0.33932843093824755,0.6724550367679631,0.16713918667493577
B000PSSVQW,13.95,97875.0,RSVP,Kitchen & Dining,Salt & Pepper Shaker Sets,1.0,4.0,1288051200.0,0.6557987064764774,0.14529990254274827,0.33932843093824755,0.06374590236555329,0.20173651103038895
B000PSSVRG,24.95,35657.0,RSVP,Kitchen & Dining,Salt & Pepper Shaker Sets,1.0,5.0,1265241600.0,0.4188446885797821,0.33454416585452296,0.33932843093824755,0.6724550367679631,0.17533445556835298
B000PSTGJ8,5.75,13245.0,RSVP,Kitchen & Dining,Spoons,2.0,4.5,1369267200.0,0.9327101975724285,0.5542659696996545,0.66310800035439,0.1886240808009214,0.5945335341543369
B000PSTGK2,6.95,44694.0,RSVP,Kitchen & Dining,Berry Spoons,2.0,4.5,1391212800.0,0.8930628156285992,0.2855497474971206,0.66310800035439,0.1886240808009214,0.8667493576681138
B000PSTGKW,21.45,7122.0,RSVP,Kitchen & Dining,Kitchen Utensils & Gadgets,4.0,5.0,1362528000.0,0.4691680694604412,0.6810489944183574,0.8615221050766368,0.6724550367679631,0.5158146540267564
B000PSUUDY,12.95,6401.0,RSVP,Kitchen & Dining,Food Strainers,2.0,5.0,1349654400.0,0.6868964295206875,0.7004518472579073,0.66310800035439,0.6724550367679631,0.3934172056348011
B000PTO8MW,29.12,14125.0,Crown,Kitchen & Dining,Kitchen Rugs & Mats,1.0,5.0,1316563200.0,0.36723664392664124,0.5399131744484805,0.33932843093824755,0.6724550367679631,0.25821741826880484
B000PWKL52,5.29,28959.0,Wilton,Kitchen & Dining,Icing Dispensers & Tips,1.0,4.0,1355702400.0,0.9450252502879419,0.37636218658633824,0.33932843093824755,0.06374590236555329,0.4388234251794099
B000PWLTBM,96.99,37941.0,Home Star,Furniture,Furniture,1.0,5.0,1356048000.0,0.12009391335164343,0.3201027731017986,0.33932843093824755,0.6724550367679631,0.4436519890139098
B000PYF768,199.95,7662.0,Unknown,Kitchen & Dining,Toaster Ovens,6.0,4.833333333333333,1311552000.0,0.04261539824576943,0.6688225392043945,0.9267298662177726,0.3258616107025782,0.24692123682112163
B000PYISIW,199.95,38076.0,Unknown,Kitchen & Dining,Toaster Ovens,4.0,4.5,1354665600.0,0.04261539824576943,0.3189510055816426,0.8615221050766368,0.1886240808009214,0.4264640737131213
B000PZZ0SW,16.99,53005.0,Unknown,Kitchen & Dining,Loaf Pans,5.0,4.8,1306972800.0,0.566581022415168,0.24878178435368126,0.9007707982634889,0.31394524674404184,0.23628953663506688
B000Q01WBU,27.99,55765.0,Camp Chef,Kitchen & Dining,Bakers,0.0,5.0,970531200.0,0.37835563037122355,0.23832727917072738,0.05236112341631966,0.6724550367679631,0.05240542216709489
B000Q3A67I,23.07,37319.0,taylor,Bath,Digital,1.0,5.0,1303603200.0,0.4443164702755382,0.3243554531762204,0.33932843093824755,0.6724550367679631,0.230486400283512
B000Q3D95Y,18.73,3117.0,Wilton,Kitchen & Dining,Specialty & Novelty Cake Pans,1.0,4.0,1292371200.0,0.5341986355984761,0.8201470718525737,0.33932843093824755,0.06374590236555329,0.20900150615752636
B000Q3F060,12.73,8259.0,Wilton,Kitchen & Dining,Pizza Pans & Stones,1.0,5.0,1382313600.0,0.6936741383892975,0.652609196420661,0.33932843093824755,0.6724550367679631,0.7333658190839019
B000Q3F2T0,9.75,85692.0,Wilton,Kitchen & Dining,Specialty & Novelty Cake Pans,1.0,5.0,1309824000.0,0.7964472401878266,0.16798086293966508,0.33932843093824755,0.6724550367679631,0.24266855674669974
B000Q3G3Q6,27.67,8060.0,Wilton,Kitchen & Dining,Springform,1.0,4.0,1387670400.0,0.3828298041995216,0.658633826526092,0.33932843093824755,0.06374590236555329,0.8141667404979179
B000Q4I9LM,29.88,14907.0,Kapoosh,Kitchen & Dining,Knife Blocks,1.0,4.0,1249344000.0,0.3625852750952423,0.5250287941880039,0.33932843093824755,0.06374590236555329,0.15796934526446355
B000Q4N2LO,7.19,2267.0,Amco,Kitchen & Dining,Steamers,3.0,4.666666666666667,1396828800.0,0.8797288916452556,0.8589527775316737,0.7946309914060423,0.2566226632408966,0.9355453176220431
B000Q4P4QU,7.06,93221.0,Calphalon,Kitchen & Dining,Spoons,2.0,5.0,1387497600.0,0.8826083104456455,0.153982457694693,0.66310800035439,0.6724550367679631,0.8115088154514043
B000Q4QM1Q,68.99,5515.0,Breadman,Kitchen & Dining,Bread Machines,3.0,4.333333333333333,1275609600.0,0.1702400992292017,0.7284929564986267,0.7946309914060423,0.14197749623460618,0.187959599539293
B000Q5RB5Q,69.95,27506.0,Le Creuset,Kitchen & Dining,Teakettles,0.0,5.0,970531200.0,0.16647470541330733,0.38694958802161783,0.05236112341631966,0.6724550367679631,0.05240542216709489
B000Q5XTE8,115.0,2437.0,Lorell,Furniture,Home Office Desk Chairs,3.0,4.666666666666667,1348099200.0,0.09821033046868077,0.8511118986444582,0.7946309914060423,0.2566226632408966,0.3856649242491362
B000Q6ARMY,16.99,2844.0,Ferrari,Kitchen & Dining,Bottles & Bottling,0.0,5.0,970531200.0,0.566581022415168,0.8314875520510322,0.05236112341631966,0.6724550367679631,0.05240542216709489
B000Q6I7LM,10.99,326267.0,Now Designs,Artwork,Posters & Prints,1.0,5.0,1327449600.0,0.7420926729866217,0.036679365641888895,0.33932843093824755,0.6724550367679631,0.29937095773899175
B000Q6L7JQ,39.64,288146.0,Unknown,Bath,Countertop Soap Dispensers,5.0,4.8,1303603200.0,0.27877203862851063,0.04332417825817314,0.9007707982634889,0.31394524674404184,0.230486400283512
B000Q6NHKI,8.74,11722.0,Trudeau,Kitchen & Dining,Fondue,2.0,4.0,1373500800.0,0.8281208469921149,0.5810224151678922,0.66310800035439,0.06374590236555329,0.6335164348365376
B000Q7QI3U,24.9,50273.0,Nordic Ware,Kitchen & Dining,Specialty & Novelty Cake Pans,0.0,5.0,970531200.0,0.4228315761495526,0.25994506954903873,0.05236112341631966,0.6724550367679631,0.05240542216709489
B000Q8O4VC,18.73,29657.0,Range Kleen,Kitchen & Dining,Tool & Gadget Sets,1.0,5.0,1327017600.0,0.5341986355984761,0.3720209090103659,0.33932843093824755,0.6724550367679631,0.29764330645875786
B000Q8RI2Y,19.17,5300.0,Culligan,Kitchen & Dining,Replacement Under-Sink Water Filters,1.0,5.0,1314835200.0,0.5206875166120315,0.7352706653672366,0.33932843093824755,0.6724550367679631,0.2542748294498095
B000Q8T2F0,129.0,29850.0,Tempur-Pedic,Bedding,Bed Pillows,1.0,4.0,1327449600.0,0.0873128377779746,0.37086914149021,0.33932843093824755,0.06374590236555329,0.29937095773899175
B000Q983TA,5.5,20301.0,Metrokane,Kitchen & Dining,Wine Pourers,2.0,4.0,1359417600.0,0.9396651014441393,0.45353061043678566,0.66310800035439,0.06374590236555329,0.48480552848409675
B000Q9GLG2,7.95,33210.0,Messermeister,Kitchen & Dining,Grapefruit Utensils,1.0,5.0,1357084800.0,0.8553645787188802,0.34836537609639406,0.33932843093824755,0.6724550367679631,0.4568530167449278
B000Q9GM9I,3.99,21500.0,Messermeister,Kitchen & Dining,Kitchen Knives & Cutlery Accessories,1.0,4.0,1379721600.0,0.9766102595906796,0.4390892176840613,0.33932843093824755,0.06374590236555329,0.702135199787366
B000Q9YVMS,10.57,5076.0,Progressive International,Kitchen & Dining,Tongs,5.0,5.0,1383868800.0,0.7554708957207407,0.7429786480021263,0.9007707982634889,0.6724550367679631,0.7524585806680252
B000Q9YXLW,4.78,6116.0,Prepworks from Progressive,Kitchen & Dining,Kitchen Storage & Organization Accessories,1.0,4.0,1216425600.0,0.9608842030654735,0.7111721449455126,0.33932843093824755,0.06374590236555329,0.13369362983963853
B000QA0WVG,31.86,14758.0,Back to Basics,Kitchen & Dining,Countertop Blenders,0.0,5.0,970531200.0,0.3327722158235138,0.527952511739169,0.05236112341631966,0.6724550367679631,0.05240542216709489
B000QA1224,85.94,55808.0,Back to Basics,Kitchen & Dining,Popcorn Poppers,2.0,5.0,1256342400.0,0.13449100735359265,0.23806148666607607,0.66310800035439,0.6724550367679631,0.16443696287764686
B000QA2IJ0,15.95,4315.0,OXO,Kitchen & Dining,Lazy Susans,4.0,5.0,1404432000.0,0.5945778329051121,0.7677859484362541,0.8615221050766368,0.6724550367679631,0.997474971205812
B000QBFFU8,199.95,917.0,Breville,Kitchen & Dining,Food Processor Parts & Accessories,4.0,5.0,1394064000.0,0.04261539824576943,0.9347479401080889,0.8615221050766368,0.6724550367679631,0.9018339682820945
B000QCI4X2,18.95,53863.0,Doughmakers,Kitchen & Dining,Square & Rectangular,1.0,5.0,1381276800.0,0.529901656773279,0.24541507929476392,0.33932843093824755,0.6724550367679631,0.7221139363869938
B000QCKB56,11.83,58149.0,Doughmakers,Kitchen & Dining,Baking & Cookie Sheets,2.0,5.0,1285027200.0,0.7222911313900948,0.2301763090280854,0.66310800035439,0.6724550367679631,0.19730663595286613
B000QCLEFC,18.31,38536.0,Victorinox,Kitchen & Dining,Chef's Knives,1.0,5.0,1339372800.0,0.5388500044298751,0.31682466554443167,0.33932843093824755,0.6724550367679631,0.3428723310002658
B000QCNJ3C,29.95,1581.0,Victorinox,Kitchen & Dining,Boning & Fillet Knives,7.0,4.714285714285714,1392768000.0,0.3583325950208204,0.8938601931425534,0.9450695490387171,0.27996810489944185,0.8859307167537875
B000QCPNUE,14.95,5798.0,Victorinox,Kitchen & Dining,Cutlery Sets,7.0,4.857142857142857,1383177600.0,0.6274475059803313,0.7201204926021086,0.9450695490387171,0.3326393195711881,0.7429786480021263
B000QCPNWM,37.0,3821.0,Victorinox,Kitchen & Dining,Bread Knives,11.0,4.7272727272727275,1346544000.0,0.29299193762735887,0.7877203862851068,0.9774076371046336,0.2825817311951803,0.37556480907238415
B000QFDNOE,145.96,6667.0,Haier,Kitchen & Dining,Compact Refrigerators,1.0,4.0,1381881600.0,0.07389031629308052,0.6935412421369718,0.33932843093824755,0.06374590236555329,0.7289802427571542
B000QFDNP8,22.48,9249.0,Contigo,Kitchen & Dining,Tumblers,15.0,4.733333333333333,1403568000.0,0.45384070169221224,0.6287764685035881,0.9892354035616195,0.2832019137060335,0.9919376273589084
B000QFGZ8A,18.02,4776.0,Corelle Coordinates,Kitchen & Dining,Serving Trays,2.0,5.0,1388880000.0,0.541552228227164,0.7536989456897316,0.66310800035439,0.6724550367679631,0.8329494108266147
B000QFR0OS,8.6,11545.0,Gardman,Kitchen & Dining,Serving Trays,1.0,5.0,1372809600.0,0.8312217595463808,0.5840347302206077,0.33932843093824755,0.6724550367679631,0.627580402232657
B000QGLB7Y,16.0,122287.0,Spectrum,Home & Kitchen,Home & Kitchen,1.0,4.0,1324684800.0,0.58642686276247,0.11411358199698773,0.33932843093824755,0.06374590236555329,0.28568264374944624
B000QGRY3Y,14.99,18156.0,Spectrum,Artwork,Posters & Prints,2.0,5.0,1324512000.0,0.6161956232834234,0.47754053335695934,0.66310800035439,0.6724550367679631,0.2850624612385931
B000QH2JCO,299.95,7768.0,Margaritaville,Kitchen & Dining,Countertop Blenders,1.0,5.0,1213228800.0,0.020244529104279207,0.6658545229024542,0.33932843093824755,0.6724550367679631,0.13276335607335873
B000QHB4SE,13.99,86716.0,Progressive International,Kitchen & Dining,Egg Poachers,2.0,5.0,1365811200.0,0.6501727651280234,0.1663861079117569,0.66310800035439,0.6724550367679631,0.5543545672012049
B000QIZ1AU,12.39,12369.0,Fox Run,Kitchen & Dining,Cooling Racks,0.0,5.0,970531200.0,0.7013378222734119,0.5693718437140073,0.05236112341631966,0.6724550367679631,0.05240542216709489
B000QIZ1I2,13.95,1999.0,Fox Run,Kitchen & Dining,Tart Pans,2.0,5.0,1386115200.0,0.6557987064764774,0.87281828652432,0.66310800035439,0.6724550367679631,0.7877203862851068
B000QIZZBA,15.97,86927.0,Lipper International,Kitchen & Dining,Tool & Gadget Sets,2.0,5.0,1376265600.0,0.5930273766279791,0.1659431204040046,0.66310800035439,0.6724550367679631,0.6633294941082661
B000QIZZD8,7.29,18975.0,Buddeez,Kitchen & Dining,Food Dispensers,0.0,5.0,970531200.0,0.8761849915832374,0.4677505094356339,0.05236112341631966,0.6724550367679631,0.05240542216709489
B000QJ253K,9.95,6941.0,Fox Run,Kitchen & Dining,Tart Pans,1.0,4.0,1290038400.0,0.7864800212634003,0.6856560644989811,0.33932843093824755,0.06374590236555329,0.20479312483387968
B000QJ7SF0,69.99,5604.0,Oneida,Kitchen & Dining,Flatware Sets,4.0,4.75,1390435200.0,0.163506689111367,0.7261008239567643,0.8615221050766368,0.2939222113936387,0.8574466200053158
B000QJ9IWG,14.0,6228.0,Kitchen Supply,Kitchen & Dining,Small Pastry Molds,2.0,5.0,1388361600.0,0.646983255072207,0.707185257375742,0.66310800035439,0.6724550367679631,0.8239567644192434
